"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","BP","GO:0007409","axonogenesis","94/1636","483/21288",3.06737617351256e-17,1.80392392764274e-13,1.55176946209488e-13,"ENSG00000117298/ENSG00000173406/ENSG00000117600/ENSG00000162631/ENSG00000162761/ENSG00000120332/ENSG00000116147/ENSG00000121454/ENSG00000162946/ENSG00000143869/ENSG00000179915/ENSG00000170340/ENSG00000066032/ENSG00000118257/ENSG00000144619/ENSG00000154764/ENSG00000077097/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000080224/ENSG00000082701/ENSG00000160145/ENSG00000154928/ENSG00000145147/ENSG00000163697/ENSG00000145242/ENSG00000018189/ENSG00000182168/ENSG00000129116/ENSG00000214944/ENSG00000092421/ENSG00000053108/ENSG00000184347/ENSG00000112715/ENSG00000196569/ENSG00000111962/ENSG00000146426/ENSG00000214960/ENSG00000106571/ENSG00000158321/ENSG00000170381/ENSG00000075213/ENSG00000189056/ENSG00000091129/ENSG00000221866/ENSG00000132561/ENSG00000147862/ENSG00000187764/ENSG00000106689/ENSG00000136830/ENSG00000148357/ENSG00000065675/ENSG00000099250/ENSG00000148498/ENSG00000185532/ENSG00000151150/ENSG00000066468/ENSG00000171533/ENSG00000182704/ENSG00000149972/ENSG00000177103/ENSG00000154133/ENSG00000166159/ENSG00000151490/ENSG00000018236/ENSG00000139174/ENSG00000066084/ENSG00000186908/ENSG00000136040/ENSG00000132932/ENSG00000133083/ENSG00000021645/ENSG00000185070/ENSG00000273749/ENSG00000137872/ENSG00000196470/ENSG00000140937/ENSG00000007168/ENSG00000065320/ENSG00000184009/ENSG00000170558/ENSG00000141622/ENSG00000171791/ENSG00000105426/ENSG00000105649/ENSG00000160460/ENSG00000125753/ENSG00000132639/ENSG00000101144/ENSG00000179242/ENSG00000142192/ENSG00000156299/ENSG00000171587",94
"GO:0007411","BP","GO:0007411","axon guidance","57/1636","247/21288",3.46248365387596e-14,6.78762212281485e-11,5.83884085632557e-11,"ENSG00000117298/ENSG00000162761/ENSG00000116147/ENSG00000121454/ENSG00000143869/ENSG00000179915/ENSG00000170340/ENSG00000118257/ENSG00000144619/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000080224/ENSG00000160145/ENSG00000154928/ENSG00000145147/ENSG00000163697/ENSG00000145242/ENSG00000182168/ENSG00000129116/ENSG00000092421/ENSG00000184347/ENSG00000112715/ENSG00000196569/ENSG00000214960/ENSG00000106571/ENSG00000170381/ENSG00000075213/ENSG00000189056/ENSG00000091129/ENSG00000221866/ENSG00000132561/ENSG00000147862/ENSG00000187764/ENSG00000106689/ENSG00000136830/ENSG00000148357/ENSG00000065675/ENSG00000099250/ENSG00000149972/ENSG00000177103/ENSG00000154133/ENSG00000166159/ENSG00000151490/ENSG00000018236/ENSG00000021645/ENSG00000185070/ENSG00000273749/ENSG00000137872/ENSG00000196470/ENSG00000065320/ENSG00000141622/ENSG00000125753/ENSG00000101144/ENSG00000179242/ENSG00000142192/ENSG00000171587",57
"GO:0097485","BP","GO:0097485","neuron projection guidance","57/1636","247/21288",3.46248365387596e-14,6.78762212281485e-11,5.83884085632557e-11,"ENSG00000117298/ENSG00000162761/ENSG00000116147/ENSG00000121454/ENSG00000143869/ENSG00000179915/ENSG00000170340/ENSG00000118257/ENSG00000144619/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000080224/ENSG00000160145/ENSG00000154928/ENSG00000145147/ENSG00000163697/ENSG00000145242/ENSG00000182168/ENSG00000129116/ENSG00000092421/ENSG00000184347/ENSG00000112715/ENSG00000196569/ENSG00000214960/ENSG00000106571/ENSG00000170381/ENSG00000075213/ENSG00000189056/ENSG00000091129/ENSG00000221866/ENSG00000132561/ENSG00000147862/ENSG00000187764/ENSG00000106689/ENSG00000136830/ENSG00000148357/ENSG00000065675/ENSG00000099250/ENSG00000149972/ENSG00000177103/ENSG00000154133/ENSG00000166159/ENSG00000151490/ENSG00000018236/ENSG00000021645/ENSG00000185070/ENSG00000273749/ENSG00000137872/ENSG00000196470/ENSG00000065320/ENSG00000141622/ENSG00000125753/ENSG00000101144/ENSG00000179242/ENSG00000142192/ENSG00000171587",57
"GO:0042391","BP","GO:0042391","regulation of membrane potential","82/1636","487/21288",1.11455509122247e-11,1.63867462286983e-08,1.40961888642505e-08,"ENSG00000067606/ENSG00000116288/ENSG00000177301/ENSG00000177807/ENSG00000198929/ENSG00000143473/ENSG00000198626/ENSG00000183023/ENSG00000179915/ENSG00000115353/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000153823/ENSG00000154764/ENSG00000185313/ENSG00000157388/ENSG00000082701/ENSG00000275163/ENSG00000197584/ENSG00000114279/ENSG00000075711/ENSG00000128052/ENSG00000152208/ENSG00000138814/ENSG00000145362/ENSG00000145349/ENSG00000080709/ENSG00000155511/ENSG00000204767/ENSG00000152822/ENSG00000185345/ENSG00000135218/ENSG00000189056/ENSG00000091129/ENSG00000188037/ENSG00000104765/ENSG00000120907/ENSG00000184156/ENSG00000156049/ENSG00000198785/ENSG00000165995/ENSG00000151150/ENSG00000183230/ENSG00000156113/ENSG00000188916/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000168959/ENSG00000149403/ENSG00000151067/ENSG00000273079/ENSG00000084112/ENSG00000088986/ENSG00000089041/ENSG00000102452/ENSG00000151320/ENSG00000100433/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000069869/ENSG00000117971/ENSG00000196557/ENSG00000183454/ENSG00000070729/ENSG00000103335/ENSG00000108405/ENSG00000108684/ENSG00000154864/ENSG00000134755/ENSG00000101489/ENSG00000049759/ENSG00000171791/ENSG00000105143/ENSG00000105662/ENSG00000105464/ENSG00000161681/ENSG00000158445/ENSG00000142192/ENSG00000100346",82
"GO:0016358","BP","GO:0016358","dendrite development","51/1636","262/21288",5.72977789238955e-10,6.73936475702859e-07,5.79732895806825e-07,"ENSG00000173406/ENSG00000162946/ENSG00000171094/ENSG00000066032/ENSG00000138411/ENSG00000144711/ENSG00000154764/ENSG00000082701/ENSG00000154928/ENSG00000154310/ENSG00000138814/ENSG00000169862/ENSG00000053108/ENSG00000112137/ENSG00000124507/ENSG00000112175/ENSG00000135298/ENSG00000146555/ENSG00000002746/ENSG00000075213/ENSG00000257923/ENSG00000189056/ENSG00000046889/ENSG00000169439/ENSG00000132561/ENSG00000164796/ENSG00000153707/ENSG00000187764/ENSG00000198785/ENSG00000136848/ENSG00000183049/ENSG00000099250/ENSG00000185532/ENSG00000107954/ENSG00000171533/ENSG00000139174/ENSG00000133083/ENSG00000150361/ENSG00000152767/ENSG00000273749/ENSG00000069869/ENSG00000007168/ENSG00000141503/ENSG00000049759/ENSG00000105426/ENSG00000161681/ENSG00000101144/ENSG00000184402/ENSG00000142192/ENSG00000156299/ENSG00000171587",51
"GO:0001508","BP","GO:0001508","action potential","37/1636","162/21288",1.43089254749846e-09,1.40251317863974e-06,1.20646834794344e-06,"ENSG00000177301/ENSG00000198929/ENSG00000198626/ENSG00000183023/ENSG00000115353/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000185313/ENSG00000157388/ENSG00000275163/ENSG00000197584/ENSG00000114279/ENSG00000075711/ENSG00000145362/ENSG00000145349/ENSG00000080709/ENSG00000155511/ENSG00000135218/ENSG00000091129/ENSG00000188037/ENSG00000120907/ENSG00000184156/ENSG00000156049/ENSG00000165995/ENSG00000151150/ENSG00000183230/ENSG00000053918/ENSG00000187486/ENSG00000151067/ENSG00000151320/ENSG00000117971/ENSG00000108405/ENSG00000134755/ENSG00000049759/ENSG00000158445/ENSG00000100346",37
"GO:0010975","BP","GO:0010975","regulation of neuron projection development","76/1636","491/21288",3.32106192326213e-09,2.7901664529578e-06,2.4001539252929e-06,"ENSG00000173406/ENSG00000162631/ENSG00000116473/ENSG00000116132/ENSG00000120332/ENSG00000116147/ENSG00000119283/ENSG00000162946/ENSG00000171094/ENSG00000066032/ENSG00000138411/ENSG00000135916/ENSG00000154764/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000082701/ENSG00000154310/ENSG00000072832/ENSG00000145147/ENSG00000018189/ENSG00000152208/ENSG00000138814/ENSG00000173376/ENSG00000218336/ENSG00000092421/ENSG00000053108/ENSG00000172197/ENSG00000124507/ENSG00000112715/ENSG00000112175/ENSG00000135298/ENSG00000111962/ENSG00000146426/ENSG00000002746/ENSG00000187391/ENSG00000170381/ENSG00000075213/ENSG00000257923/ENSG00000189056/ENSG00000091129/ENSG00000221866/ENSG00000169439/ENSG00000164796/ENSG00000107104/ENSG00000153707/ENSG00000187764/ENSG00000169071/ENSG00000136848/ENSG00000183049/ENSG00000099250/ENSG00000184014/ENSG00000171533/ENSG00000182704/ENSG00000151490/ENSG00000018236/ENSG00000066084/ENSG00000136040/ENSG00000132932/ENSG00000102572/ENSG00000273749/ENSG00000137872/ENSG00000069869/ENSG00000007168/ENSG00000065320/ENSG00000030582/ENSG00000170558/ENSG00000049759/ENSG00000185988/ENSG00000105426/ENSG00000132639/ENSG00000101144/ENSG00000179242/ENSG00000184402/ENSG00000156299/ENSG00000171587",76
"GO:0050919","BP","GO:0050919","negative chemotaxis","18/1636","49/21288",9.1779021844066e-09,6.7469053433119e-06,5.8038155129287e-06,"ENSG00000118257/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000145147/ENSG00000182168/ENSG00000092421/ENSG00000184347/ENSG00000170381/ENSG00000075213/ENSG00000221866/ENSG00000157168/ENSG00000187764/ENSG00000185737/ENSG00000166159/ENSG00000185070/ENSG00000137872/ENSG00000065320",18
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","51/1636","286/21288",1.28641637383126e-08,8.40601632722406e-06,7.23101414343047e-06,"ENSG00000162946/ENSG00000119878/ENSG00000179915/ENSG00000066032/ENSG00000118257/ENSG00000154764/ENSG00000114251/ENSG00000185008/ENSG00000083937/ENSG00000154928/ENSG00000158258/ENSG00000138758/ENSG00000152208/ENSG00000137462/ENSG00000150625/ENSG00000152413/ENSG00000111859/ENSG00000135298/ENSG00000189056/ENSG00000091129/ENSG00000077063/ENSG00000153707/ENSG00000174482/ENSG00000187764/ENSG00000169071/ENSG00000136848/ENSG00000165985/ENSG00000151025/ENSG00000128805/ENSG00000107954/ENSG00000091664/ENSG00000162105/ENSG00000166159/ENSG00000273079/ENSG00000151490/ENSG00000136040/ENSG00000152767/ENSG00000185070/ENSG00000273749/ENSG00000069869/ENSG00000140557/ENSG00000150394/ENSG00000007168/ENSG00000065320/ENSG00000108684/ENSG00000170558/ENSG00000105426/ENSG00000132639/ENSG00000196090/ENSG00000142192/ENSG00000156299",51
"GO:0050807","BP","GO:0050807","regulation of synapse organization","50/1636","279/21288",1.50654280274281e-08,8.44353244057508e-06,7.26328621330133e-06,"ENSG00000162946/ENSG00000119878/ENSG00000179915/ENSG00000066032/ENSG00000118257/ENSG00000154764/ENSG00000114251/ENSG00000185008/ENSG00000083937/ENSG00000154928/ENSG00000158258/ENSG00000138758/ENSG00000152208/ENSG00000137462/ENSG00000150625/ENSG00000152413/ENSG00000111859/ENSG00000135298/ENSG00000189056/ENSG00000091129/ENSG00000077063/ENSG00000153707/ENSG00000174482/ENSG00000187764/ENSG00000169071/ENSG00000136848/ENSG00000165985/ENSG00000151025/ENSG00000128805/ENSG00000107954/ENSG00000162105/ENSG00000166159/ENSG00000273079/ENSG00000151490/ENSG00000136040/ENSG00000152767/ENSG00000185070/ENSG00000273749/ENSG00000069869/ENSG00000140557/ENSG00000150394/ENSG00000007168/ENSG00000065320/ENSG00000108684/ENSG00000170558/ENSG00000105426/ENSG00000132639/ENSG00000196090/ENSG00000142192/ENSG00000156299",50
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","63/1636","391/21288",1.57930380626298e-08,8.44353244057508e-06,7.26328621330133e-06,"ENSG00000116473/ENSG00000120332/ENSG00000119283/ENSG00000162946/ENSG00000171094/ENSG00000163171/ENSG00000071909/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000082701/ENSG00000197386/ENSG00000145147/ENSG00000018189/ENSG00000173376/ENSG00000150625/ENSG00000218336/ENSG00000145934/ENSG00000111859/ENSG00000111913/ENSG00000124507/ENSG00000112715/ENSG00000112175/ENSG00000146426/ENSG00000122545/ENSG00000158321/ENSG00000187391/ENSG00000257923/ENSG00000189056/ENSG00000221866/ENSG00000104237/ENSG00000136960/ENSG00000153707/ENSG00000155875/ENSG00000187764/ENSG00000169071/ENSG00000136848/ENSG00000165689/ENSG00000183049/ENSG00000099250/ENSG00000138193/ENSG00000107954/ENSG00000177106/ENSG00000186635/ENSG00000171533/ENSG00000018236/ENSG00000155974/ENSG00000136040/ENSG00000088986/ENSG00000089041/ENSG00000132932/ENSG00000102572/ENSG00000102606/ENSG00000273749/ENSG00000007168/ENSG00000065320/ENSG00000030582/ENSG00000185988/ENSG00000101144/ENSG00000179242/ENSG00000184402/ENSG00000156299/ENSG00000171587",63
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","55/1636","325/21288",2.32435525743252e-08,1.13912777241339e-05,9.79899242738656e-06,"ENSG00000117154/ENSG00000173406/ENSG00000162631/ENSG00000188404/ENSG00000075945/ENSG00000134376/ENSG00000144619/ENSG00000163513/ENSG00000185008/ENSG00000169855/ENSG00000175161/ENSG00000177707/ENSG00000158258/ENSG00000150471/ENSG00000152583/ENSG00000152208/ENSG00000197410/ENSG00000129116/ENSG00000218336/ENSG00000083857/ENSG00000145526/ENSG00000154162/ENSG00000113100/ENSG00000145934/ENSG00000146555/ENSG00000153707/ENSG00000148357/ENSG00000150275/ENSG00000107736/ENSG00000149256/ENSG00000182985/ENSG00000177103/ENSG00000154133/ENSG00000149571/ENSG00000184226/ENSG00000137764/ENSG00000150394/ENSG00000140937/ENSG00000179776/ENSG00000140945/ENSG00000069188/ENSG00000170558/ENSG00000134755/ENSG00000081138/ENSG00000197971/ENSG00000105426/ENSG00000089327/ENSG00000105388/ENSG00000196090/ENSG00000149654/ENSG00000179242/ENSG00000130700/ENSG00000159261/ENSG00000171587/ENSG00000075275",55
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","47/1636","263/21288",4.42058104404646e-08,1.99980285538748e-05,1.72026821843622e-05,"ENSG00000067606/ENSG00000120332/ENSG00000116147/ENSG00000162946/ENSG00000162849/ENSG00000118257/ENSG00000163513/ENSG00000114251/ENSG00000082701/ENSG00000145147/ENSG00000018189/ENSG00000092421/ENSG00000053108/ENSG00000184347/ENSG00000112715/ENSG00000091831/ENSG00000185345/ENSG00000158321/ENSG00000187391/ENSG00000170381/ENSG00000075213/ENSG00000091129/ENSG00000221866/ENSG00000107295/ENSG00000187764/ENSG00000106689/ENSG00000099250/ENSG00000185532/ENSG00000066468/ENSG00000085741/ENSG00000137693/ENSG00000139174/ENSG00000066084/ENSG00000133083/ENSG00000273749/ENSG00000137872/ENSG00000140557/ENSG00000103528/ENSG00000007168/ENSG00000065320/ENSG00000008294/ENSG00000049759/ENSG00000105426/ENSG00000179242/ENSG00000142192/ENSG00000156299/ENSG00000171587",47
"GO:0001764","BP","GO:0001764","neuron migration","38/1636","191/21288",4.76805048066091e-08,2.00292177691192e-05,1.72295117368845e-05,"ENSG00000173406/ENSG00000162631/ENSG00000120332/ENSG00000162946/ENSG00000066032/ENSG00000118257/ENSG00000077097/ENSG00000163697/ENSG00000150471/ENSG00000182168/ENSG00000173376/ENSG00000150625/ENSG00000092421/ENSG00000112137/ENSG00000112715/ENSG00000158321/ENSG00000170381/ENSG00000075213/ENSG00000189056/ENSG00000091129/ENSG00000132561/ENSG00000148219/ENSG00000136848/ENSG00000099250/ENSG00000185532/ENSG00000108175/ENSG00000185737/ENSG00000149571/ENSG00000133083/ENSG00000183087/ENSG00000185070/ENSG00000092445/ENSG00000205336/ENSG00000007168/ENSG00000065320/ENSG00000168610/ENSG00000133424/ENSG00000075275",38
"GO:0030048","BP","GO:0030048","actin filament-based movement","31/1636","143/21288",1.07486238981315e-07,4.21417714299408e-05,3.62511483890666e-05,"ENSG00000162493/ENSG00000184588/ENSG00000198929/ENSG00000198626/ENSG00000169554/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000128641/ENSG00000185313/ENSG00000157388/ENSG00000114279/ENSG00000075711/ENSG00000145362/ENSG00000145349/ENSG00000113448/ENSG00000080709/ENSG00000170624/ENSG00000086289/ENSG00000165995/ENSG00000183230/ENSG00000053918/ENSG00000137474/ENSG00000151067/ENSG00000139926/ENSG00000015133/ENSG00000140416/ENSG00000197879/ENSG00000176658/ENSG00000134755/ENSG00000049759",31
"GO:0007416","BP","GO:0007416","synapse assembly","42/1636","231/21288",1.38631967612801e-07,5.09559125956802e-05,4.38332392333633e-05,"ENSG00000119878/ENSG00000179915/ENSG00000075340/ENSG00000178568/ENSG00000154764/ENSG00000114251/ENSG00000185008/ENSG00000154928/ENSG00000158258/ENSG00000150471/ENSG00000152208/ENSG00000137462/ENSG00000150625/ENSG00000113100/ENSG00000155511/ENSG00000135298/ENSG00000146555/ENSG00000091129/ENSG00000153707/ENSG00000174482/ENSG00000187764/ENSG00000165985/ENSG00000185737/ENSG00000162105/ENSG00000149972/ENSG00000149571/ENSG00000166159/ENSG00000152767/ENSG00000185070/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000140557/ENSG00000065320/ENSG00000108684/ENSG00000069188/ENSG00000170558/ENSG00000105426/ENSG00000132639/ENSG00000142192/ENSG00000171587/ENSG00000133424",42
"GO:0070252","BP","GO:0070252","actin-mediated cell contraction","27/1636","116/21288",1.52351745996529e-07,5.27047422473875e-05,4.53376155578526e-05,"ENSG00000162493/ENSG00000184588/ENSG00000198929/ENSG00000198626/ENSG00000169554/ENSG00000162989/ENSG00000153253/ENSG00000144285/ENSG00000185313/ENSG00000157388/ENSG00000114279/ENSG00000075711/ENSG00000145362/ENSG00000145349/ENSG00000113448/ENSG00000080709/ENSG00000170624/ENSG00000086289/ENSG00000165995/ENSG00000183230/ENSG00000053918/ENSG00000151067/ENSG00000139926/ENSG00000015133/ENSG00000140416/ENSG00000134755/ENSG00000049759",27
"GO:0048588","BP","GO:0048588","developmental cell growth","45/1636","259/21288",1.97961099021676e-07,6.46449696100269e-05,5.56088248410652e-05,"ENSG00000067606/ENSG00000120332/ENSG00000116147/ENSG00000162946/ENSG00000143995/ENSG00000118257/ENSG00000163513/ENSG00000114251/ENSG00000082701/ENSG00000145147/ENSG00000018189/ENSG00000092421/ENSG00000053108/ENSG00000184347/ENSG00000112715/ENSG00000185345/ENSG00000158321/ENSG00000170381/ENSG00000075213/ENSG00000091129/ENSG00000221866/ENSG00000120907/ENSG00000107295/ENSG00000187764/ENSG00000106689/ENSG00000099250/ENSG00000185532/ENSG00000139174/ENSG00000066084/ENSG00000133083/ENSG00000151320/ENSG00000273749/ENSG00000137872/ENSG00000140557/ENSG00000103528/ENSG00000007168/ENSG00000065320/ENSG00000008294/ENSG00000176624/ENSG00000049759/ENSG00000105426/ENSG00000179242/ENSG00000142192/ENSG00000156299/ENSG00000171587",45
"GO:0030900","BP","GO:0030900","forebrain development","66/1636","447/21288",2.17402467483362e-07,6.46449696100269e-05,5.56088248410652e-05,"ENSG00000085998/ENSG00000173406/ENSG00000177301/ENSG00000162761/ENSG00000116147/ENSG00000162946/ENSG00000143869/ENSG00000171094/ENSG00000118257/ENSG00000178568/ENSG00000154764/ENSG00000077092/ENSG00000077097/ENSG00000114251/ENSG00000185008/ENSG00000169855/ENSG00000082701/ENSG00000145147/ENSG00000168214/ENSG00000145242/ENSG00000173376/ENSG00000164305/ENSG00000155511/ENSG00000112137/ENSG00000172201/ENSG00000164600/ENSG00000106571/ENSG00000146648/ENSG00000170381/ENSG00000075213/ENSG00000105810/ENSG00000189056/ENSG00000221866/ENSG00000174469/ENSG00000147316/ENSG00000164741/ENSG00000167632/ENSG00000147862/ENSG00000135049/ENSG00000136848/ENSG00000106689/ENSG00000099250/ENSG00000185532/ENSG00000108175/ENSG00000185737/ENSG00000066468/ENSG00000138162/ENSG00000129159/ENSG00000182704/ENSG00000187240/ENSG00000149571/ENSG00000133083/ENSG00000184226/ENSG00000205476/ENSG00000092445/ENSG00000128918/ENSG00000103494/ENSG00000205336/ENSG00000007168/ENSG00000170558/ENSG00000105426/ENSG00000125505/ENSG00000182621/ENSG00000142192/ENSG00000159131/ENSG00000133424",66
"GO:1990138","BP","GO:1990138","neuron projection extension","37/1636","194/21288",2.19843460670046e-07,6.46449696100269e-05,5.56088248410652e-05,"ENSG00000067606/ENSG00000120332/ENSG00000116147/ENSG00000162946/ENSG00000118257/ENSG00000114251/ENSG00000082701/ENSG00000145147/ENSG00000018189/ENSG00000092421/ENSG00000184347/ENSG00000112715/ENSG00000185345/ENSG00000158321/ENSG00000170381/ENSG00000075213/ENSG00000091129/ENSG00000221866/ENSG00000107295/ENSG00000187764/ENSG00000106689/ENSG00000099250/ENSG00000139174/ENSG00000066084/ENSG00000133083/ENSG00000273749/ENSG00000137872/ENSG00000140557/ENSG00000103528/ENSG00000007168/ENSG00000065320/ENSG00000008294/ENSG00000049759/ENSG00000105426/ENSG00000179242/ENSG00000156299/ENSG00000171587",37
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","56/1636","357/21288",2.45050171240259e-07,6.55063662301803e-05,5.63498144966836e-05,"ENSG00000187147/ENSG00000269113/ENSG00000116729/ENSG00000120332/ENSG00000162946/ENSG00000143882/ENSG00000169554/ENSG00000187123/ENSG00000144560/ENSG00000144642/ENSG00000114251/ENSG00000082701/ENSG00000018408/ENSG00000168214/ENSG00000109320/ENSG00000155011/ENSG00000121210/ENSG00000137462/ENSG00000164362/ENSG00000169862/ENSG00000171444/ENSG00000151292/ENSG00000135299/ENSG00000185345/ENSG00000171243/ENSG00000106483/ENSG00000106571/ENSG00000002746/ENSG00000106070/ENSG00000146648/ENSG00000137573/ENSG00000104375/ENSG00000234616/ENSG00000107104/ENSG00000196781/ENSG00000136848/ENSG00000148737/ENSG00000066468/ENSG00000133794/ENSG00000085741/ENSG00000182704/ENSG00000137693/ENSG00000111186/ENSG00000151490/ENSG00000139174/ENSG00000179399/ENSG00000015133/ENSG00000167191/ENSG00000186153/ENSG00000188803/ENSG00000109062/ENSG00000173821/ENSG00000170558/ENSG00000198796/ENSG00000142192/ENSG00000156299",56
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","56/1636","357/21288",2.45050171240259e-07,6.55063662301803e-05,5.63498144966836e-05,"ENSG00000184588/ENSG00000291014/ENSG00000143412/ENSG00000198929/ENSG00000198216/ENSG00000198626/ENSG00000183023/ENSG00000138039/ENSG00000150995/ENSG00000157388/ENSG00000157445/ENSG00000197386/ENSG00000138814/ENSG00000145362/ENSG00000145349/ENSG00000150625/ENSG00000113448/ENSG00000050393/ENSG00000158683/ENSG00000120907/ENSG00000155886/ENSG00000083067/ENSG00000119121/ENSG00000198785/ENSG00000165995/ENSG00000138193/ENSG00000107593/ENSG00000175294/ENSG00000137672/ENSG00000154127/ENSG00000151062/ENSG00000151067/ENSG00000273079/ENSG00000089041/ENSG00000102452/ENSG00000204442/ENSG00000183087/ENSG00000151320/ENSG00000198838/ENSG00000196557/ENSG00000183454/ENSG00000166473/ENSG00000197943/ENSG00000064270/ENSG00000167723/ENSG00000108405/ENSG00000074370/ENSG00000108878/ENSG00000171791/ENSG00000141837/ENSG00000105464/ENSG00000149488/ENSG00000182621/ENSG00000101333/ENSG00000149596/ENSG00000100346",56
"GO:0008038","BP","GO:0008038","neuron recognition","16/1636","48/21288",2.91380746453762e-07,7.32344845082729e-05,6.29976879239584e-05,"ENSG00000120332/ENSG00000144619/ENSG00000185008/ENSG00000169855/ENSG00000129116/ENSG00000164305/ENSG00000091129/ENSG00000174469/ENSG00000099250/ENSG00000177103/ENSG00000154133/ENSG00000182667/ENSG00000183715/ENSG00000154654/ENSG00000142192/ENSG00000171587",16
"GO:0071805","BP","GO:0071805","potassium ion transmembrane transport","41/1636","229/21288",2.98865435843997e-07,7.32344845082729e-05,6.29976879239584e-05,"ENSG00000162494/ENSG00000177301/ENSG00000143603/ENSG00000177807/ENSG00000198929/ENSG00000143473/ENSG00000182901/ENSG00000175497/ENSG00000162989/ENSG00000157388/ENSG00000181804/ENSG00000275163/ENSG00000197584/ENSG00000075711/ENSG00000127419/ENSG00000185774/ENSG00000145362/ENSG00000113504/ENSG00000080709/ENSG00000182132/ENSG00000130226/ENSG00000184156/ENSG00000155886/ENSG00000151150/ENSG00000156113/ENSG00000107593/ENSG00000053918/ENSG00000187486/ENSG00000129159/ENSG00000091664/ENSG00000102452/ENSG00000151320/ENSG00000100433/ENSG00000069869/ENSG00000168418/ENSG00000049759/ENSG00000105675/ENSG00000132639/ENSG00000158445/ENSG00000157542/ENSG00000133424",41
"GO:0007626","BP","GO:0007626","locomotory behavior","39/1636","214/21288",3.59929142847055e-07,8.46697315633412e-05,7.28345036009661e-05,"ENSG00000116288/ENSG00000173406/ENSG00000177807/ENSG00000162761/ENSG00000116147/ENSG00000171094/ENSG00000143995/ENSG00000144285/ENSG00000128683/ENSG00000114279/ENSG00000183826/ENSG00000112367/ENSG00000152822/ENSG00000185345/ENSG00000189056/ENSG00000046889/ENSG00000164830/ENSG00000155897/ENSG00000106688/ENSG00000135049/ENSG00000123454/ENSG00000107736/ENSG00000166833/ENSG00000162105/ENSG00000168959/ENSG00000095139/ENSG00000018236/ENSG00000150361/ENSG00000117971/ENSG00000157045/ENSG00000140836/ENSG00000007168/ENSG00000176533/ENSG00000160460/ENSG00000105464/ENSG00000132639/ENSG00000142192/ENSG00000171587/ENSG00000133424",39
"GO:0035249","BP","GO:0035249","synaptic transmission, glutamatergic","27/1636","124/21288",6.36167847458915e-07,0.00014389627349638,0.00012378229452986,"ENSG00000117600/ENSG00000116147/ENSG00000162946/ENSG00000179915/ENSG00000143952/ENSG00000196277/ENSG00000152208/ENSG00000152413/ENSG00000155511/ENSG00000152822/ENSG00000185345/ENSG00000146648/ENSG00000189056/ENSG00000179603/ENSG00000169071/ENSG00000198785/ENSG00000091664/ENSG00000168959/ENSG00000149403/ENSG00000273079/ENSG00000151136/ENSG00000137766/ENSG00000183454/ENSG00000150394/ENSG00000108405/ENSG00000170558/ENSG00000105464",27
"GO:0007163","BP","GO:0007163","establishment or maintenance of cell polarity","41/1636","237/21288",7.64105768551621e-07,0.000166433556476003,0.000143169291370725,"ENSG00000067606/ENSG00000134376/ENSG00000162849/ENSG00000154764/ENSG00000163539/ENSG00000114251/ENSG00000082701/ENSG00000154928/ENSG00000075711/ENSG00000197386/ENSG00000018189/ENSG00000083857/ENSG00000113645/ENSG00000134516/ENSG00000111913/ENSG00000170927/ENSG00000151914/ENSG00000111962/ENSG00000008256/ENSG00000147316/ENSG00000107099/ENSG00000107104/ENSG00000106689/ENSG00000151474/ENSG00000148498/ENSG00000107438/ENSG00000107862/ENSG00000085741/ENSG00000150672/ENSG00000139174/ENSG00000123338/ENSG00000111052/ENSG00000103494/ENSG00000179776/ENSG00000007168/ENSG00000109062/ENSG00000101680/ENSG00000168502/ENSG00000198796/ENSG00000104863/ENSG00000188677",41
